inventory_number	source_group	textgrid_basename	source_textgrid_relative_path	source_textgrid_size_bytes	source_textgrid_sha256	cell	target_hanzi_interval_1based	target_script_character_index_1based	occurrence_ordinal_within_cell	target_hanzi	hanzi_script	analysis_split	left_context_8	immediate_previous_hanzi	immediate_next_hanzi	right_context_8	construction_scope_class	construction_subtype	scope_rule_id	scope_evidence	wu_source_location	corrected_predicted_category	original_predicted_category	original_raw_target_pinyin	original_observed_category	original_decision	corrected_decision	acoustic_frame_status	scope_assignment_uses_pinyin	scope_assignment_uses_audio
20790	SSB0385	SSB03850414.TextGrid	20790/SSB03850414.TextGrid	3590	6a6c611c8949d6a36323c80a9f59af2c0897c91208a902426ac4b39c194780d4	BARE	2	1	1	一	一个是早期在南面称王	development		START	个	个是早期在南面称	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20816	SSB0385	SSB03850441.TextGrid	20816/SSB03850441.TextGrid	5308	0bdf6ca8d231e48e952261cc2a22d740c0bcea90484da444c3ebdb92d5069e14	BARE	8	7	1	一	在清早看看每一个标志性的北京建筑	development	在清早看看每	每	个	个标志性的北京建	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_MEI	R3_REMAINING_SIMPLEX_YI_GE	visible_string=每一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20820	SSB0385	SSB03850445.TextGrid	20820/SSB03850445.TextGrid	4410	77e1e22e60a1e3a2d4abd3b89d3d4e1d5f00da9b0daeca3a648e13c9252cc3ba	BARE	2	1	1	一	一个超级地产梦之队就此诞生	development		START	个	个超级地产梦之队	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
20833	SSB0385	SSB03850459.TextGrid	20833/SSB03850459.TextGrid	4590	13303bb2f815f4ccf2a5a75b40c0486e58d1211fb2fb18841928a45ef3218cea	BARE	11	10	1	一	在距离正式比赛开跑一个月的时候	development	距离正式比赛开跑	跑	个	个月的时候	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21061	SSB0393	SSB03930234.TextGrid	21061/SSB03930234.TextGrid	5167	fa30f258ff4cffe737441e07961deae9405714149f92aea8147fc49cec4a760d	BARE	9	8	1	一	杰森把比较低的一个层次称为世俗层	development	杰森把比较低的	的	个	个层次称为世俗层	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21064	SSB0393	SSB03930237.TextGrid	21064/SSB03930237.TextGrid	5838	49d3596818eb6eb626c1b5ccb9d5ac4fb1c260d0e805eb2a87f77668dd7f7afa	BARE	11	10	1	一	他把胳膊放肆地搭在一个可爱的小女孩儿身上	development	把胳膊放肆地搭在	在	个	个可爱的小女孩儿	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21091	SSB0393	SSB03930265.TextGrid	21091/SSB03930265.TextGrid	4269	f358fad1af5d4b90c94eabf2f672dc54e6c364ecaf7cf569b699539436ba5286	BARE	13	12	1	一	来发现那个最适合我们的一个	development	那个最适合我们的	的	个	个	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21145	SSB0393	SSB03930319.TextGrid	21145/SSB03930319.TextGrid	4334	d9a6b59e4dcf7d8c283609bdb9a1fe503e6eacdb30246c43adef5e9926e60b2e	BARE	5	4	1	一	创造了一个又一个辉煌的成绩	development	创造了	了	个	个又一个辉煌的成	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21145	SSB0393	SSB03930319.TextGrid	21145/SSB03930319.TextGrid	4334	d9a6b59e4dcf7d8c283609bdb9a1fe503e6eacdb30246c43adef5e9926e60b2e	BARE	8	7	2	一	创造了一个又一个辉煌的成绩	development	创造了一个又	又	个	个辉煌的成绩	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21148	SSB0393	SSB03930324.TextGrid	21148/SSB03930324.TextGrid	4199	68a57dc103c426d97cf5ba5d62ae5bbf2759b327d0e9b99d71d8c3bf460679e7	BARE	4	3	1	一	还有一个跟刚才那个一样搞笑	development	还有	有	个	个跟刚才那个一样	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21162	SSB0393	SSB03930338.TextGrid	21162/SSB03930338.TextGrid	5517	c5b98fbdfcf12473896b0a52d49a23ba55f168be7811796810150e2345e97bb3	ORDINAL	18	14	1	一	选中下载选中第四排第一行第一个	development	中第四排第一行第	第	个	个	ORDINAL_ABSOLUTE	EXACT_DI_YI_GE	R0_EXACT_ORDINAL	selected_target_occurs_in_exact_第一个	Wu 2024 journal p.374 example (15)	YI_T1	YI_T1	yi1	YI_T1	MATCH	MATCH	ELIGIBLE_ORDINAL_FRAME	FALSE	FALSE
21349	SSB0394	SSB03940023.TextGrid	21349/SSB03940023.TextGrid	3700	bb3541130faad3f782716353dff78bbc49515ff80a0e4a017a2411373e97eb35	BARE	8	7	1	一	对于在场的每一个人来说	development	对于在场的每	每	个	个人来说	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_MEI	R3_REMAINING_SIMPLEX_YI_GE	visible_string=每一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21413	SSB0394	SSB03940093.TextGrid	21413/SSB03940093.TextGrid	2231	b98577f926698cfd0c25b394c88f000e10acfb9899dc62f8d6c2ae9be74aac11	BARE	6	5	1	一	因为我有一个	development	因为我有	有	个	个	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21419	SSB0394	SSB03940099.TextGrid	21419/SSB03940099.TextGrid	4324	94979817cbfda61eab49e37e193ff976dd25d201d7039b1a92ec9753c4d95ea0	BARE	10	9	1	一	朗普告诉我那属于一个强大咒语	development	朗普告诉我那属于	于	个	个强大咒语	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21514	SSB0394	SSB03940207.TextGrid	21514/SSB03940207.TextGrid	4094	dba484b285810060695c8af0fc779941dceeb8d4a8e283f3ff21d909b731b04e	BARE	2	1	1	一	一个人渴望柴火是可同情的	development		START	个	个人渴望柴火是可	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21572	SSB0394	SSB03940272.TextGrid	21572/SSB03940272.TextGrid	2755	2bc276eb326dfc4b42121e58d0dae23b10cdaf4bcde38088961b954ab85f1756	BARE	2	1	1	一	一个图片指南针	development		START	个	个图片指南针	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21677	SSB0394	SSB03940392.TextGrid	21677/SSB03940392.TextGrid	3178	0c994efdd6422fa0eb2b6d74d439d544bc69b3131563367740ec5fb68a78ccf8	BARE	7	6	1	一	我不会让你一个人了	development	我不会让你	你	个	个人了	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21680	SSB0394	SSB03940395.TextGrid	21680/SSB03940395.TextGrid	3348	8dd0c767a294fdd0939e0583d6d0bd0e1796c409860ef1f67a8f6d04ce096cfa	BARE	4	3	1	一	发现一个击昏就行了	development	发现	现	个	个击昏就行了	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21727	SSB0394	SSB03940452.TextGrid	21727/SSB03940452.TextGrid	3771	7a87c151ad44d26b67bec320e3281c6c1238b28cf0a041062cb1dd19335d6808	BARE	6	5	1	一	他是跟另一个女生在一块儿	development	他是跟另	另	个	个女生在一块儿	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_LING	R3_REMAINING_SIMPLEX_YI_GE	visible_string=另一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21755	SSB0394	SSB03940484.TextGrid	21755/SSB03940484.TextGrid	3700	2fa1b49dc754663c36fe3fcf8b165316adc8c6ca6a87e0e66087ba48e82ca6b7	BARE	9	8	1	一	然后当我跑到另一个大海	development	然后当我跑到另	另	个	个大海	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_LING	R3_REMAINING_SIMPLEX_YI_GE	visible_string=另一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21769	SSB0394	SSB03940500.TextGrid	21769/SSB03940500.TextGrid	4337	2ba24a5b670161bc90e0f716d4df1d755f120fbb18b374b163da958a25971f07	BARE	7	6	1	一	你知不知道一个词叫天定命运	development	你知不知道	道	个	个词叫天定命运	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21772	SSB0394	SSB03940503.TextGrid	21772/SSB03940503.TextGrid	2438	2965640c80dfb3bbb0a57e19a93ee329edc603a5dc7e3e9f12d23c227fc572f8	BARE	2	1	1	一	一个从未改变	development		START	个	个从未改变	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21802	SSB0395	SSB03950028.TextGrid	21802/SSB03950028.TextGrid	6431	e80cac88e095680c06db6baddd32ae64139f1ef1958bb38470597adb95106682	BARE	9	8	1	一	怎么保证他们有一个合理的竞争是规划的重点	confirmation	怎么保证他们有	有	个	个合理的竞争是规	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21874	SSB0395	SSB03950105.TextGrid	21874/SSB03950105.TextGrid	3266	4cff861e660c845d51524a8f6d6fa5ca7fe1c9b0c1d003108ff84a6ac21faba5	BARE	2	1	1	一	一个小男孩儿误入球场	confirmation		START	个	个小男孩儿误入球	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21880	SSB0395	SSB03950112.TextGrid	21880/SSB03950112.TextGrid	1861	ae47cb5499aea5ac2169e421c8aec9850c9cdf06e5820f65c5bee81cb1c0f78f	BARE	2	1	1	一	一个伤心	confirmation		START	个	个伤心	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21896	SSB0395	SSB03950129.TextGrid	21896/SSB03950129.TextGrid	4343	136bcdbcf332a3885a0289a60acb6b4707fb806c434392b20f6a0a4e75f1f922	BARE	10	9	1	一	是苹果公司史上的一个里程碑	confirmation	是苹果公司史上的	的	个	个里程碑	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21924	SSB0395	SSB03950161.TextGrid	21924/SSB03950161.TextGrid	6976	e19bccb222a53f6d46586b450a51f6847632d41c9aba3aef4bec0c722be0de5d	BARE	18	17	1	一	约会应用软件如今已是现代求爱术的一个正常部分	confirmation	已是现代求爱术的	的	个	个正常部分	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
21984	SSB0395	SSB03950225.TextGrid	21984/SSB03950225.TextGrid	6097	e7f6a4d36f156203d679630bba74b5a12fd09b2a9bab45abee2c0e6c8f495171	BARE	7	6	1	一	最近网络上一个视频片段被疯狂转载	confirmation	最近网络上	上	个	个视频片段被疯狂	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_SHANG	R3_REMAINING_SIMPLEX_YI_GE	visible_string=上一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22061	SSB0395	SSB03950311.TextGrid	22061/SSB03950311.TextGrid	4777	8051eaa25b0b280a858970bad31466f64c95c01e754cbdf9595fb2ff348add34	BARE	3	2	1	一	但一个月仅有两个学员主动报名	confirmation	但	但	个	个月仅有两个学员	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22146	SSB0395	SSB03950404.TextGrid	22146/SSB03950404.TextGrid	2175	69a44c9f61021547c611ed297251d24742be96f45ae1f9cbab8b7fed41375c69	ORDINAL	6	5	1	一	第二排第一个	confirmation	第二排第	第	个	个	ORDINAL_ABSOLUTE	EXACT_DI_YI_GE	R0_EXACT_ORDINAL	selected_target_occurs_in_exact_第一个	Wu 2024 journal p.374 example (15)	YI_T1	YI_T1	yi1	YI_T1	MATCH	MATCH	ELIGIBLE_ORDINAL_FRAME	FALSE	FALSE
22218	SSB0395	SSB03950481.TextGrid	22218/SSB03950481.TextGrid	5868	b630439663a563a29a2d580f5327eb1b664a65f24c0bc1e8b67c3cefd892c9d6	BARE	17	16	1	一	不得已她只能在飞机上站了整整十一个小时	confirmation	飞机上站了整整十	十	个	个小时	CLEAR_COMPLEX_LAST_DIGIT	COMPLEX_CARDINAL_FINAL_DIGIT	R1_COMPLEX_FINAL_DIGIT	visible_multi_digit_cardinal=十一; selected_一_is_final_digit_before_个	Wu 2024 journal p.381 example (28)	YI_T1	YI_T2	yi1	YI_T1	COUNTEREXAMPLE	MATCH	ELIGIBLE_COMPLEX_CONTROL_NOT_POOLED	FALSE	FALSE
22383	SSB0407	SSB04070181.TextGrid	22383/SSB04070181.TextGrid	3442	3cafe7c4a638395052171c6fc2fddffbc8886d49b3e95db70fa922301a99262b	BARE	3	2	1	一	我一个朋友想买那里的	development	我	我	个	个朋友想买那里的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22529	SSB0407	SSB04070358.TextGrid	22529/SSB04070358.TextGrid	3072	457f4c28d7743c5e7450ba0c6c6a4b385922914067bcf389d33761f3c67a5f49	BARE	9	8	1	一	我们可以找另外一个	development	我们可以找另外	外	个	个	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22535	SSB0407	SSB04070365.TextGrid	22535/SSB04070365.TextGrid	7046	0f86cc2145668e270c5a472af1dc7059d98ee6da613deee335976f75856f7e88	BARE	4	3	1	一	它是一个上面系有我名牌的大型皮制黑蓝色行李箱	development	它是	是	个	个上面系有我名牌	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22563	SSB0407	SSB04070405.TextGrid	22563/SSB04070405.TextGrid	6406	c78b598df230363137e30404c27b5b711f9c8ecf51098470a56ecbe5bdbbfdfb	BARE	15	14	1	一	我不明白为什么我嫁给了这么一个不体贴的男人	development	什么我嫁给了这么	么	个	个不体贴的男人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22665	SSB0415	SSB04150022.TextGrid	22665/SSB04150022.TextGrid	3444	8f76b328d221240298f9be96c3c0d00f455c71eb37d8fb71dc297fcc8aae4c97	BARE	8	7	1	一	获得了仅剩的一个名额	development	获得了仅剩的	的	个	个名额	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22691	SSB0415	SSB04150051.TextGrid	22691/SSB04150051.TextGrid	5722	e853658f3c377eb83cac6ac87fff24ab6d703464e6942a985626cd59889e0d3b	BARE	12	11	1	一	在农村广阔天地搭建起一个优越的平台	development	村广阔天地搭建起	起	个	个优越的平台	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22864	SSB0415	SSB04150235.TextGrid	22864/SSB04150235.TextGrid	3629	14f4c601111914f1bb2f19c1e9e36096112a91deea60191e75eb6d3ac64e5755	BARE	9	7	1	一	放首歌来听有一个地方	development	放首歌来听有	有	个	个地方	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22891	SSB0415	SSB04150264.TextGrid	22891/SSB04150264.TextGrid	4391	b59901d478c6c78202854ec527dd9a8074dd9a195916c061cd0f90088efb5c66	BARE	10	8	1	一	放首歌来听给我一个理由忘记	development	放首歌来听给我	我	个	个理由忘记	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
22957	SSB0415	SSB04150335.TextGrid	22957/SSB04150335.TextGrid	4202	0b07824b77fb2cb0abd957697a73e218547d0ab92b8c7a6adcb4183ac7349cbc	BARE	11	9	1	一	中国队收获的不止一个名额	development	中国队收获的不止	止	个	个名额	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
23177	SSB0426	SSB04260112.TextGrid	23177/SSB04260112.TextGrid	4811	e1138170c2ad57f2e75400cc83c5be6766b879ce6c84f61c750e5d1ebcd27cff	BARE	11	10	1	一	但夏普也计划压缩为一个月的工资	confirmation	夏普也计划压缩为	为	个	个月的工资	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
